extraSmall.LargeTitle:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
accessibilityMedium.Title2:NYTKarnak-BlackCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Bold:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-BoldCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Light:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-LightCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Medium:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-MediumCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Semibold:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-SemiboldCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Text:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-Thin:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-ThinCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-UltraLight:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnak-UltraLightCursive:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTKarnakCondensed-Bold:17 -> (size: 25.000, ld: 0.000, lh: 30.000, lhr: 120%
accessibilityMedium.Title2:NYTStock-Bold:17 -> (size: 25.000, ld: 1.875, lh: 25.000, lhr: 100%
accessibilityMedium.Title2:NYTStock-Regular:17 -> (size: 25.000, ld: 1.875, lh: 25.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-Book:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-BookItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-ExtraBoldItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-ExtraLight:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-ExtraLightItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-LightSC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenham-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamCond-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamCond-BoldXC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamCond-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamSH-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamSH-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamSH-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamSH-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamWide-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTCheltenhamWide-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTDDingbats-Pi:17 -> (size: 26.000, ld: 0.234, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-ExtraBoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTFranklin-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTImperial-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTKarnak-Black:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-BlackCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-BoldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Light:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-LightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Medium:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-MediumCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Semibold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-SemiboldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Text:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-Thin:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-ThinCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-UltraLight:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnak-UltraLightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTKarnakCondensed-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Title3:NYTStock-Bold:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Title3:NYTStock-Regular:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-Book:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-BookItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-ExtraBoldItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-ExtraLight:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-ExtraLightItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-LightSC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenham-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamCond-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamCond-BoldXC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamCond-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamSH-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamSH-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamSH-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamSH-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamWide-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTCheltenhamWide-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTDDingbats-Pi:17 -> (size: 26.000, ld: 0.234, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-ExtraBoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTFranklin-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTImperial-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTKarnak-Black:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-BlackCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-BoldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Light:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-LightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Medium:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-MediumCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Semibold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-SemiboldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Text:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-Thin:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-ThinCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-UltraLight:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnak-UltraLightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTKarnakCondensed-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Headline:NYTStock-Bold:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Headline:NYTStock-Regular:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-Book:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-BookItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-ExtraBoldItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-ExtraLight:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-ExtraLightItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-LightSC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenham-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamCond-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamCond-BoldXC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamCond-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamSH-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamSH-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamSH-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamSH-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamWide-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTCheltenhamWide-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTDDingbats-Pi:17 -> (size: 26.000, ld: 0.234, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-ExtraBoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTFranklin-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTImperial-SemiboldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTKarnak-Black:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-BlackCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-BoldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Light:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-LightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Medium:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-MediumCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Semibold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-SemiboldCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Text:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-Thin:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-ThinCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-UltraLight:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnak-UltraLightCursive:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTKarnakCondensed-Bold:17 -> (size: 26.000, ld: 0.000, lh: 31.200, lhr: 120%
accessibilityMedium.Body:NYTStock-Bold:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Body:NYTStock-Regular:17 -> (size: 26.000, ld: 1.950, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-Book:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-BookItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-ExtraBoldItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-ExtraLight:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-ExtraLightItal:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-LightSC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenham-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamCond-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamCond-BoldXC:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamCond-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamSH-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamSH-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamSH-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamSH-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamWide-Italic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTCheltenhamWide-Regular:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTDDingbats-Pi:17 -> (size: 26.000, ld: 0.234, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-Bold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-BoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-ExtraBold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-ExtraBoldItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-Light:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-LightItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-Medium:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-MediumItalic:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
accessibilityMedium.Callout:NYTFranklin-Semibold:17 -> (size: 26.000, ld: 5.200, lh: 26.000, lhr: 100%
